,id_participant,merged_datetime,node_id,speed,prev_node_id
4187,4,2023-10-16 20:06:47.683000+09:00,146,0.009224843653177642,146
4188,4,2023-10-17 08:20:32.011000+09:00,146,0.00019674958120256857,146
4189,4,2023-10-17 12:44:10.867000+09:00,146,0.0,146
4190,4,2023-10-17 13:04:02.579000+09:00,146,0.2890880109539186,146
4191,4,2023-10-17 13:09:39.282000+09:00,145,9.548666895009863,146
4193,4,2023-10-17 13:16:29.617000+09:00,13,8.704943994514537,145
4195,4,2023-10-17 13:21:32.230000+09:00,8,2.2921031863034496,13
4196,4,2023-10-17 13:28:23.775000+09:00,1,1.6769549680708697,8
4199,4,2023-10-17 13:41:23.732000+09:00,1,0.05452677930676959,1
4200,4,2023-10-17 17:01:53.735000+09:00,6,0.050924454104249686,1
4203,4,2023-10-17 17:17:08.060000+09:00,22,0.266026094732513,6
4206,4,2023-10-17 17:29:18.469000+09:00,144,7.232376729622483,22
4213,4,2023-10-17 19:45:29.988000+09:00,146,0.06842295267771296,144
4214,4,2023-10-18 06:34:33.887000+09:00,146,0.0034149823519675072,146
4216,4,2023-10-18 06:41:15.973000+09:00,142,2.7963540293301024,146
4223,4,2023-10-18 06:47:09.502000+09:00,142,0.8087487006254623,142
4628,4,2023-10-18 14:56:06.288000+09:00,146,0.031975822568166105,142
4631,4,2023-10-18 16:48:50.768000+09:00,146,0.013760248313360741,146
4633,4,2023-10-19 11:23:25.999000+09:00,146,0.005070321495990286,146
4639,4,2023-10-19 11:31:29.015000+09:00,144,1.7887425433568938,146
4642,4,2023-10-19 12:37:55.576000+09:00,144,0.2365402272722735,144
4649,4,2023-10-19 12:50:19.794000+09:00,19,8.448895772763628,144
4657,4,2023-10-19 14:55:40.614000+09:00,10,0.21099517022233757,19
4660,4,2023-10-19 15:21:42.673000+09:00,32,0.41958459273385823,10
4686,4,2023-10-19 18:44:19.018000+09:00,146,0.38832394204697407,32
4688,4,2023-10-19 19:06:39.970000+09:00,144,0.38290798145050425,146
4689,4,2023-10-19 19:45:42.193000+09:00,146,0.21511743358275134,144
4691,4,2023-10-19 21:07:07.737000+09:00,146,0.06567438701031884,146
4692,4,2023-10-20 14:00:41.338000+09:00,146,1.8301238763620277e-05,146
4693,4,2023-10-20 17:15:46.059000+09:00,146,0.0015617178803966124,146
4694,4,2023-10-20 21:00:50.146000+09:00,146,0.0011756893814888149,146
4695,4,2023-10-22 11:08:40+09:00,146,0.0038020450307106705,146
4699,4,2023-10-22 11:56:48.657000+09:00,146,0.17413874313098482,146
4701,4,2023-10-22 15:05:08+09:00,146,0.04429287682182815,146
4703,4,2023-10-22 15:14:02+09:00,135,0.9366102517760844,146
4705,4,2023-10-22 15:19:59+09:00,135,1.404429603403188,135
4707,4,2023-10-22 15:39:31+09:00,135,0.4272315325041359,135
4709,4,2023-10-22 16:04:33+09:00,146,0.33321334742511527,135
4711,4,2023-10-22 16:18:58.999000+09:00,146,0.5781929650990093,146
4712,4,2023-10-23 10:39:49.747000+09:00,146,0.0001384547831164711,146
4713,4,2023-10-23 11:02:54.421000+09:00,146,0.014234857201517313,146
4714,4,2023-10-23 11:37:19.724000+09:00,146,0.17173838771647904,146
4715,4,2023-10-23 11:46:50.646000+09:00,160,6.852421672861694,146
4718,4,2023-10-23 11:55:16.574000+09:00,42,7.338206138576155,160
4719,4,2023-10-23 12:00:22.962000+09:00,8,2.337670938458542,42
4720,4,2023-10-23 12:05:50.931000+09:00,1,1.9498421890242008,8
4723,4,2023-10-23 12:12:25.045000+09:00,1,0.039782207272668665,1
4724,4,2023-10-23 14:03:58.866000+09:00,2,0.03325672019778751,1
4725,4,2023-10-23 15:03:24.429000+09:00,2,0.0021999258072989657,2
4726,4,2023-10-23 16:00:00.755000+09:00,10,0.09938738206138593,2
4730,4,2023-10-23 16:11:03.836000+09:00,32,0.9848666214127527,10
4766,4,2023-10-23 18:21:27.159000+09:00,146,0.5801735685366254,32
4767,4,2023-10-24 10:00:20.853000+09:00,146,0.0002269216590266552,146
4768,4,2023-10-24 11:00:33.052000+09:00,146,0.0035389344002309765,146
4769,4,2023-10-24 11:47:33.385000+09:00,146,0.0026224808861133072,146
4770,4,2023-10-24 12:32:24.102000+09:00,146,0.16416737140771137,146
4793,4,2023-10-24 12:49:00.532000+09:00,1,5.335455636841963,146
4795,4,2023-10-24 12:57:18.982000+09:00,1,0.37587036300617416,1
4796,4,2023-10-24 15:12:06.839000+09:00,1,0.014897151396572826,1
4797,4,2023-10-24 15:42:56.166000+09:00,2,0.25320035050788503,1
4804,4,2023-10-24 15:55:02.947000+09:00,22,0.6310871053664922,2
4808,4,2023-10-24 16:02:54.801000+09:00,143,6.119620577378267,22
4817,4,2023-10-24 16:13:03.380000+09:00,144,4.197433456772292,143
4818,4,2023-10-24 16:41:25.188000+09:00,146,0.29850196359925474,144
4820,4,2023-10-24 17:24:29.651000+09:00,146,0.12559983297471283,146
4821,4,2023-10-24 19:46:28.892000+09:00,146,0.0012257985006762174,146
4822,4,2023-10-25 09:54:56.211000+09:00,146,0.0001611106122703969,146
4847,4,2023-10-25 10:00:08.099000+09:00,146,0.02324809893116121,146
4823,4,2023-10-25 10:34:44+09:00,144,0.2329423856942102,146
4849,4,2023-10-25 11:46:37.361000+09:00,10,1.2525364563982522,144
4852,4,2023-10-25 13:00:12.557000+09:00,2,0.06946006359074713,10
4853,4,2023-10-25 16:00:08.617000+09:00,2,0.01720297108442617,2
4854,4,2023-10-25 17:02:17.422000+09:00,2,0.0744391722768116,2
4855,4,2023-10-25 17:43:16.815000+09:00,32,0.3575830307783574,2
4867,4,2023-10-25 17:53:37.999000+09:00,143,4.900154064361897,32
4873,4,2023-10-25 18:03:54.299000+09:00,146,3.2393655115246363,143
4880,4,2023-10-25 19:29:16.720000+09:00,144,0.09883579685659186,146
4881,4,2023-10-25 21:10:43.450000+09:00,144,0.04723808154486434,144
4884,4,2023-10-26 07:32:10.775000+09:00,146,0.01216931128270561,144
4885,4,2023-10-26 10:09:01.957000+09:00,146,0.0002916223257400653,146
4886,4,2023-10-26 11:13:10.789000+09:00,146,0.0005732757969022284,146
4887,4,2023-10-26 12:39:46.239000+09:00,146,0.043041058270565716,146
4920,4,2023-10-26 13:19:00.754000+09:00,1,2.32711403586668,146
4921,4,2023-10-26 14:27:46.411000+09:00,43,0.2161839942899299,1
4926,4,2023-10-26 14:38:02.017000+09:00,143,5.3594531280263835,43
4932,4,2023-10-26 14:49:50.005000+09:00,146,2.3168927654557216,143
4944,4,2023-10-26 16:38:09.243000+09:00,146,0.10438678401880878,146
4946,4,2023-10-26 21:14:17.451000+09:00,146,0.029886263286976366,146
4949,4,2023-10-27 03:00:40.401000+09:00,146,0.011123743011593934,146
4952,4,2023-10-27 09:01:23.313000+09:00,146,0.0045351825675519685,146
4953,4,2023-10-27 10:12:34.121000+09:00,146,0.003252167713159074,146
4954,4,2023-10-27 11:38:40.984000+09:00,146,0.0407340505251412,146
4955,4,2023-10-27 13:01:36.300000+09:00,146,0.04235901332906439,146
4956,4,2023-10-27 14:02:48.284000+09:00,146,0.0027382996466863555,146
4957,4,2023-10-27 17:04:42.686000+09:00,146,0.0013074484047724986,146
4958,4,2023-10-27 17:21:21.435000+09:00,144,0.5768915265891764,146
4962,4,2023-10-27 17:59:49.228000+09:00,144,0.12220849250016155,144
4963,4,2023-10-27 20:09:18.397000+09:00,144,0.003058010678806209,144
4964,4,2023-10-28 00:04:25+09:00,146,0.05431357738395506,144
4965,4,2023-10-28 08:41:50+09:00,144,0.016110644043399736,146
4967,4,2023-10-28 08:47:01+09:00,144,1.616507959507901,144
4973,4,2023-10-28 08:52:50.068000+09:00,148,4.056534208937137,144
4977,4,2023-10-28 16:23:31.709000+09:00,150,0.011201063678960592,148
4980,4,2023-10-28 16:32:10.474000+09:00,147,1.4152971698974746,150
4984,4,2023-10-28 16:37:48.895000+09:00,144,2.544714863176054,147
4989,4,2023-10-28 21:04:03.279000+09:00,144,0.015682313690123635,144
4992,4,2023-10-28 21:10:45.726000+09:00,146,1.2685870603063143,144
4997,4,2023-10-29 09:28:24.046000+09:00,146,0.012995258561984026,146
5000,4,2023-10-29 09:34:07.028000+09:00,146,1.5193348857731508,146
5019,4,2023-10-29 09:44:43.232000+09:00,242,4.34904992608425,146
5043,4,2023-10-29 23:45:54.009000+09:00,252,0.028115909786321155,242
5049,4,2023-10-29 23:51:09.675000+09:00,248,3.1863729996874044,252
5052,4,2023-10-29 23:56:49.218000+09:00,242,3.146295960910898,248
5061,4,2023-10-30 00:08:00.075000+09:00,146,4.024765614277367,242
5062,4,2023-10-30 00:32:52.261000+09:00,146,0.21531898980152359,146
5063,4,2023-10-30 10:34:11.497000+09:00,146,0.0001332019255821124,146
5064,4,2023-10-30 11:26:02.215000+09:00,146,0.1004394857378121,146
5065,4,2023-10-30 11:53:52+09:00,146,0.4320769288423844,146
5081,4,2023-10-30 14:00:59.061000+09:00,3,0.674836434118489,146
5082,4,2023-10-30 15:00:38.946000+09:00,1,0.019388875973349446,3
5083,4,2023-10-30 16:31:24.587000+09:00,1,0.001576179624834525,1
5084,4,2023-10-30 17:36:28.368000+09:00,2,0.08786152219594073,1
5085,4,2023-10-30 18:00:52.068000+09:00,10,0.19387171157833782,2
5087,4,2023-10-30 18:15:26.298000+09:00,2,0.6108148195830215,10
5090,4,2023-10-30 20:30:08.023000+09:00,2,0.01637038033984619,2
5091,4,2023-10-30 23:12:52.350000+09:00,10,0.04136133182892693,2
5096,4,2023-10-30 23:22:09.344000+09:00,32,0.9193280204528083,10
5107,4,2023-10-31 02:39:40.432000+09:00,146,0.3968613614735374,32
5109,4,2023-10-31 09:08:00.060000+09:00,146,0.004253693470356817,146
5110,4,2023-10-31 10:21:41.719000+09:00,146,0.0034655439660723638,146
5111,4,2023-10-31 10:46:15.479000+09:00,146,0.24758249478199773,146
5112,4,2023-10-31 10:53:22.650000+09:00,138,7.452018279353759,146
5138,4,2023-10-31 11:20:46.346000+09:00,244,2.886443163279439,138
5139,4,2023-10-31 12:07:57.204000+09:00,243,0.08035753223693776,244
5140,4,2023-10-31 12:14:08.612000+09:00,244,1.3633287094546942,243
5141,4,2023-10-31 12:27:28.353000+09:00,243,0.628939785665029,244
5142,4,2023-10-31 12:39:34.472000+09:00,244,0.6939030137882928,243
5147,4,2023-10-31 12:44:44.004000+09:00,243,1.6217825524103224,244
5148,4,2023-10-31 12:54:05.201000+09:00,244,0.8959947816469689,243
5152,4,2023-10-31 13:06:33.712000+09:00,243,0.6700612122928559,244
5163,4,2023-10-31 13:27:44.417000+09:00,3,2.5727128101559504,243
5165,4,2023-10-31 16:50:11.898000+09:00,3,0.013091470591560635,3
5166,4,2023-10-31 19:24:20.359000+09:00,14,0.07073597097239759,3
5167,4,2023-10-31 19:32:56.418000+09:00,22,0.3176918734671451,14
5168,4,2023-10-31 19:39:03.522000+09:00,143,8.166136574091592,22
5172,4,2023-10-31 19:44:57.104000+09:00,142,2.229564449405773,143
5173,4,2023-10-31 19:53:21.514000+09:00,146,3.553806800949509,142
5176,4,2023-10-31 21:40:16.314000+09:00,146,0.08875255331547369,146
5179,4,2023-11-01 06:31:09+09:00,146,0.015709819001748105,146
5189,4,2023-11-01 06:36:38.321000+09:00,247,8.092580928705553,146
5198,4,2023-11-01 06:41:48.467000+09:00,243,7.406524458845232,247
5202,4,2023-11-01 06:51:23.534000+09:00,243,0.402279551724042,243
5203,4,2023-11-01 06:56:54.132000+09:00,243,2.9669052761898174,243
5573,4,2023-11-02 00:56:08+09:00,142,0.0806891876999752,243
5583,4,2023-11-02 04:42:37.380000+09:00,146,0.045600081982671244,142
5585,4,2023-11-02 10:54:44.017000+09:00,144,0.022587976163446447,146
5617,4,2023-11-02 13:18:32+09:00,10,0.6006627101803249,144
5618,4,2023-11-02 18:39:03.462000+09:00,2,0.01657489648948883,10
5619,4,2023-11-02 23:25:26.002000+09:00,2,0.01154638154834411,2
5622,4,2023-11-02 23:32:34.180000+09:00,22,1.3787533283159905,2
5636,4,2023-11-02 23:49:20.573000+09:00,146,4.756484690544542,22
5639,4,2023-11-03 09:02:32.158000+09:00,146,0.006804520814829854,146
5640,4,2023-11-03 10:10:35.744000+09:00,146,0.0016046759438206597,146
5641,4,2023-11-03 11:42:16.474000+09:00,146,0.0011221897678666518,146
5642,4,2023-11-03 12:56:06.368000+09:00,146,0.00242439115503052,146
5645,4,2023-11-03 16:23:50.690000+09:00,146,0.0005812932821817843,146
5646,4,2023-11-03 17:16:18+09:00,144,0.10247186234908046,146
5648,4,2023-11-03 17:23:43.430000+09:00,144,0.8403697114253765,144
5650,4,2023-11-03 17:29:48.999000+09:00,147,1.9719885430010144,144
5652,4,2023-11-03 23:28:46.544000+09:00,147,0.013522236988685465,147
5653,4,2023-11-03 23:41:46+09:00,144,0.9707726625434572,147
5655,4,2023-11-03 23:50:22.001000+09:00,144,0.9700446809500702,144
5657,4,2023-11-04 09:10:01+09:00,146,0.014931663013911651,144
5687,4,2023-11-04 18:41:37.425000+09:00,227,0.20142544862316358,146
5691,4,2023-11-04 18:52:19.486000+09:00,233,2.236547637281492,227
5699,4,2023-11-04 19:04:14.229000+09:00,146,7.572908934651077,233
5702,4,2023-11-04 20:37:02+09:00,146,0.08989341842865385,146
5712,4,2023-11-04 20:53:11.999000+09:00,125,2.3231570901175043,146
5737,4,2023-11-04 21:23:17+09:00,44,3.778570403407763,125
5753,4,2023-11-05 02:10:31.448000+09:00,0,0.3262459436300572,44
5767,4,2023-11-05 02:20:53.234000+09:00,45,6.086172751273504,0
5771,4,2023-11-05 02:26:13.917000+09:00,46,2.9121680355295205,45
5801,4,2023-11-05 02:56:49.337000+09:00,143,6.159890802150878,46
5824,4,2023-11-06 10:10:40.537000+09:00,146,0.021046355594300237,143
5825,4,2023-11-06 11:12:56.524000+09:00,146,0.0014248068940343637,146
5826,4,2023-11-06 11:44:01.366000+09:00,146,0.191411449793169,146
5827,4,2023-11-06 11:53:50.518000+09:00,160,5.638356011409722,146
5830,4,2023-11-06 11:58:51.208000+09:00,9,10.79870538503885,160
5841,4,2023-11-06 13:28:53.521000+09:00,1,0.13924079823465246,9
5842,4,2023-11-06 15:18:44.617000+09:00,1,0.0002980257547119125,1
5843,4,2023-11-06 19:07:16.362000+09:00,10,0.05086891449490463,1
5847,4,2023-11-06 19:16:20.215000+09:00,22,0.3529135661592637,10
5851,4,2023-11-06 19:25:03.131000+09:00,142,6.893133561558427,22
5852,4,2023-11-06 19:30:18.542000+09:00,133,8.639000031287322,142
5853,4,2023-11-06 19:35:20.048000+09:00,144,3.3752556468059804,133
5856,4,2023-11-06 21:13:33.054000+09:00,144,0.11640755408595779,144
5861,4,2023-11-06 21:34:04.804000+09:00,146,0.40747698643524594,144
5864,4,2023-11-07 09:11:31.010000+09:00,144,0.019572749279271755,146
5865,4,2023-11-07 09:16:38.019000+09:00,147,2.6702946511833807,144
5866,4,2023-11-07 09:25:42.503000+09:00,129,1.3818281880317367,147
5867,4,2023-11-07 09:30:42.820000+09:00,132,9.791411918195879,129
5880,4,2023-11-07 09:43:15.362000+09:00,122,6.150840302105783,132
5883,4,2023-11-07 09:48:15.998000+09:00,122,3.3032377718534778,122
5885,4,2023-11-07 09:54:38+09:00,123,1.311684723520031,122
5887,4,2023-11-07 10:00:30.107000+09:00,123,0.020210791479875815,123
5888,4,2023-11-07 12:17:56.845000+09:00,100,0.062690697271319,123
5891,4,2023-11-07 13:19:40.001000+09:00,123,0.12409160719827642,100
5892,4,2023-11-07 13:56:47.999000+09:00,123,0.044273694722316376,123
5894,4,2023-11-07 14:25:49+09:00,122,0.41973551793726316,123
5896,4,2023-11-07 14:35:08.996000+09:00,122,0.528795363782173,122
5897,4,2023-11-07 14:53:29.473000+09:00,122,0.3664511905531484,122
5899,4,2023-11-07 15:02:54.800000+09:00,122,0.5345126837512061,122
5901,4,2023-11-07 16:04:03.518000+09:00,146,2.4985953064469895,122
5902,4,2023-11-07 17:47:12.608000+09:00,146,0.001467079089180157,146
5903,4,2023-11-07 18:38:25.296000+09:00,146,0.1140707859040182,146
5904,4,2023-11-07 18:45:16.910000+09:00,140,8.236097743669397,146
5905,4,2023-11-07 18:54:31.203000+09:00,160,1.0334847391030877,140
5911,4,2023-11-07 19:05:09.725000+09:00,243,5.784402588966023,160
5914,4,2023-11-07 20:11:33.926000+09:00,243,0.2842789084610382,243
6562,4,2023-11-10 20:35:33.105000+09:00,243,0.0035882521652269806,243
6579,4,2023-11-10 20:57:14.921000+09:00,160,2.4802261808636694,243
6594,4,2023-11-10 21:08:44.703000+09:00,144,4.716338827491109,160
6600,4,2023-11-10 21:15:37.184000+09:00,146,1.31572341848483,144
6602,4,2023-11-11 11:09:07.334000+09:00,146,0.008858372621759168,146
6607,4,2023-11-11 12:01:50.124000+09:00,144,0.22733581275762962,146
6614,4,2023-11-11 12:11:20.507000+09:00,146,0.6296764352032355,144
6615,4,2023-11-11 16:57:58+09:00,146,0.03310514838060434,146
6634,4,2023-11-11 21:50:56.999000+09:00,242,0.2161923346500126,146
6652,4,2023-11-11 22:21:49.320000+09:00,144,2.503862776706544,242
6658,4,2023-11-12 11:22:06.425000+09:00,146,0.010773051831710501,144
6690,4,2023-11-12 11:44:09.659000+09:00,108,4.809965939337213,146
6705,4,2023-11-12 12:28:00.090000+09:00,110,0.3563384486997432,108
6714,4,2023-11-12 12:57:59.002000+09:00,123,1.5713502370819452,110
6715,4,2023-11-12 13:27:54.001000+09:00,123,0.27909145497142707,123
6717,4,2023-11-12 13:35:08.412000+09:00,122,1.1637995156934375,123
6720,4,2023-11-12 14:07:44+09:00,122,0.2642721828568387,122
6732,4,2023-11-12 14:24:03+09:00,223,1.5486379240065664,122
6741,4,2023-11-12 18:08:52.550000+09:00,47,0.1105872123859105,223
6746,4,2023-11-12 18:15:33.606000+09:00,222,1.2666093298347334,47
6751,4,2023-11-12 18:21:00.749000+09:00,222,0.22304313000326778,222
6757,4,2023-11-12 18:30:10.656000+09:00,134,6.599672817653415,222
6762,4,2023-11-12 18:38:05.279000+09:00,146,2.432445672163196,134
6765,4,2023-11-13 10:05:23.702000+09:00,146,0.0034516533192621135,146
6766,4,2023-11-13 11:34:04.873000+09:00,146,0.011190877090234561,146
6767,4,2023-11-13 11:40:46.243000+09:00,146,0.7707641978310432,146
6768,4,2023-11-13 11:47:51.130000+09:00,140,8.214384481483131,146
6770,4,2023-11-13 11:53:01.003000+09:00,27,10.202728290008764,140
6773,4,2023-11-13 11:58:07.009000+09:00,8,3.0994480059514333,27
6774,4,2023-11-13 12:04:58.552000+09:00,1,1.2831392816926288,8
6777,4,2023-11-13 12:18:58.254000+09:00,1,0.2768266385038669,1
6778,4,2023-11-13 16:02:00.193000+09:00,1,0.00015828406493644383,1
6779,4,2023-11-13 17:43:13.917000+09:00,8,0.11285406239743996,1
6783,4,2023-11-13 17:55:21.223000+09:00,160,4.677953989583007,8
6787,4,2023-11-13 18:01:38.029000+09:00,142,9.968902638415011,160
6793,4,2023-11-14 09:51:27.028000+09:00,144,0.002675309933559573,142
6794,4,2023-11-14 09:56:54.031000+09:00,142,2.9139765346063453,144
6795,4,2023-11-14 10:02:44.652000+09:00,35,7.082229891411705,142
6798,4,2023-11-14 10:13:03.349000+09:00,181,7.221708986816487,35
6800,4,2023-11-14 10:23:09.997000+09:00,177,6.238720074620819,181
6820,4,2023-11-14 12:00:44.281000+09:00,205,0.677179398875599,177
6850,4,2023-11-14 12:23:04.432000+09:00,179,3.6225881392386237,205
6858,4,2023-11-14 12:29:32.545000+09:00,163,10.16859414850819,179
6863,4,2023-11-14 12:34:41.489000+09:00,36,7.967778514178255,163
6874,4,2023-11-14 13:00:07.960000+09:00,2,0.5769892046525977,36
6875,4,2023-11-14 13:25:15.853000+09:00,3,0.2071836336582132,2
6876,4,2023-11-14 16:02:36.449000+09:00,1,0.013328429066174215,3
6877,4,2023-11-14 16:45:36.925000+09:00,4,0.22256577687473156,1
6882,4,2023-11-14 16:56:45.513000+09:00,160,4.613062912696769,4
6888,4,2023-11-14 17:03:17.516000+09:00,142,9.759047336350301,160
6890,4,2023-11-14 17:09:22.775000+09:00,146,2.1616813405838546,142
6893,4,2023-11-15 00:12:19.805000+09:00,144,0.024456899747216293,146
6896,4,2023-11-15 00:19:54.803000+09:00,146,1.157229692915816,144
6897,4,2023-11-15 11:28:52.001000+09:00,144,0.012515611791979573,146
6912,4,2023-11-15 13:19:57+09:00,149,0.38846336155854555,144
6913,4,2023-11-15 13:24:58+09:00,149,3.3509028144197845,149
6915,4,2023-11-15 13:34:59+09:00,144,3.1040331907797722,149
6917,4,2023-11-15 14:21:45.126000+09:00,146,0.3447696599323051,144
6931,4,2023-11-15 14:41:28.486000+09:00,263,6.44581150982399,146
6936,4,2023-11-15 14:46:52.986000+09:00,48,7.68537301383428,263
6941,4,2023-11-15 14:52:21.212000+09:00,102,8.628527701087446,48
6942,4,2023-11-15 14:57:23.450000+09:00,102,7.233378333029673,102
6943,4,2023-11-15 15:22:38.001000+09:00,102,0.3363322083630876,102
6949,4,2023-11-15 15:28:10.331000+09:00,102,6.273658556562072,102
6973,4,2023-11-15 15:43:44+09:00,217,5.658873717418876,102
6974,4,2023-11-15 15:48:44.999000+09:00,261,3.2051823503646517,217
6992,4,2023-11-15 16:45:35.596000+09:00,8,1.6810719547081143,261
6997,4,2023-11-15 16:57:07.523000+09:00,160,4.336985396790191,8
7002,4,2023-11-15 17:04:25.248000+09:00,142,7.0537036792825285,160
7004,4,2023-11-15 17:09:44.484000+09:00,146,4.211426355044235,142
7010,4,2023-11-15 23:24:23.144000+09:00,147,0.05440531158940344,146
7019,4,2023-11-15 23:33:50.790000+09:00,146,2.2231963498241187,147
7022,4,2023-11-16 12:06:49.573000+09:00,146,0.005588269138105415,146
7023,4,2023-11-16 12:15:38.721000+09:00,145,6.176893125443687,146
7028,4,2023-11-16 12:23:44.702000+09:00,13,7.991244970090415,145
7029,4,2023-11-16 12:29:50.505000+09:00,8,1.8558249606164323,13
7032,4,2023-11-16 12:35:11.800000+09:00,1,1.593052369746568,8
7033,4,2023-11-16 14:00:44.734000+09:00,1,0.03935602014140094,1
7035,4,2023-11-16 15:12:36.313000+09:00,8,0.15670947538368252,1
7039,4,2023-11-16 15:24:20.550000+09:00,49,0.7201289431292933,8
7045,4,2023-11-16 15:34:22+09:00,243,4.971424360553524,49
7051,4,2023-11-16 15:45:01.794000+09:00,244,0.056579938525795175,243
7052,4,2023-11-16 19:31:52.402000+09:00,243,0.03758108319326231,244
7056,4,2023-11-16 22:09:25.858000+09:00,243,0.011493751627766868,243
7068,4,2023-11-16 22:27:50.700000+09:00,160,2.999612763128962,243
7083,4,2023-11-16 22:47:36.597000+09:00,146,3.239375889777553,160
7090,4,2023-11-17 11:46:58.473000+09:00,146,0.011671507578298934,146
7096,4,2023-11-17 11:52:15.217000+09:00,142,3.1956829161099125,146
7113,4,2023-11-17 12:07:38.292000+09:00,165,4.18836243169147,142
7308,4,2023-11-18 13:53:51.187000+09:00,148,0.0301073499032474,165
7310,4,2023-11-18 14:00:24.569000+09:00,148,1.5460873758991043,148
7312,4,2023-11-18 14:06:14.420000+09:00,148,1.4387177944590612,148
7318,4,2023-11-18 14:14:00.786000+09:00,143,2.1546270037389315,148
7330,4,2023-11-18 14:20:50.094000+09:00,142,1.7901362765467093,143
7334,4,2023-11-18 14:28:53.587000+09:00,146,1.9095275907670572,142
7337,4,2023-11-18 14:52:08.999000+09:00,144,0.35859911611938594,146
7342,4,2023-11-18 15:09:35.994000+09:00,144,0.4794992814631863,144
7371,4,2023-11-18 15:30:26.775000+09:00,50,9.035744739526177,144
7653,4,2023-11-19 21:25:19.443000+09:00,146,0.11008381798580366,50
7656,4,2023-11-20 10:20:43+09:00,144,0.010758439929736045,146
7657,4,2023-11-20 10:28:31+09:00,141,1.0694616918556346,144
7658,4,2023-11-20 11:11:41.174000+09:00,144,0.2082124875950538,141
7661,4,2023-11-20 11:35:23.384000+09:00,146,0.3544759250787175,144
7665,4,2023-11-20 11:46:48.846000+09:00,141,3.872519589981367,146
7668,4,2023-11-20 11:51:57.128000+09:00,39,8.664190071765168,141
7670,4,2023-11-20 12:03:20.292000+09:00,1,2.189232116280674,39
7673,4,2023-11-20 17:47:49.866000+09:00,8,0.027299744643656292,1
7678,4,2023-11-20 17:53:20.088000+09:00,20,2.984865735918705,8
7680,4,2023-11-20 18:00:46.924000+09:00,24,0.8439182560780661,20
7693,4,2023-11-20 18:11:26.027000+09:00,256,8.797677714971972,24
7694,4,2023-11-20 21:19:34+09:00,262,0.045076983618037164,256
7717,4,2023-11-20 21:40:19.334000+09:00,146,5.250641413139252,262
7724,4,2023-11-21 16:38:17.771000+09:00,144,0.0162227050260502,146
7736,4,2023-11-21 23:52:56.082000+09:00,147,0.019951622261996343,144
7743,4,2023-11-23 13:15:05.548000+09:00,142,0.012341000977004812,147
7767,4,2023-11-23 15:06:51.143000+09:00,3,0.7155839171410383,142
7772,5,2023-10-05 13:57:13.420000+09:00,1,0.0447801562283719,1
7781,5,2023-10-05 16:10:58.090000+09:00,4,0.06551282466704486,1
7787,5,2023-10-05 16:17:38.377000+09:00,17,1.3075939002194696,4
7791,5,2023-10-05 16:23:53.779000+09:00,24,2.5410338506297063,17
7796,5,2023-10-05 16:30:01.612000+09:00,51,2.5203200496511062,24
7797,5,2023-10-05 16:35:41.968000+09:00,181,2.1818696641170314,51
7814,5,2023-10-05 16:49:07.326000+09:00,196,3.5482631961021327,181
7816,5,2023-10-05 20:20:50.501000+09:00,168,0.014372585524272641,196
7817,5,2023-10-05 20:27:06.618000+09:00,193,5.594250994693613,168
7829,5,2023-10-05 20:38:34.275000+09:00,158,8.464559243278956,193
7832,5,2023-10-05 20:46:44.395000+09:00,138,6.676180591785489,158
7838,5,2023-10-05 20:51:47.530000+09:00,147,10.044627408430786,138
7846,5,2023-10-05 21:02:01.428000+09:00,107,10.104690977611169,147
7847,5,2023-10-05 21:08:16.329000+09:00,111,4.215696799407917,107
7848,5,2023-10-05 21:13:48.989000+09:00,100,9.131415212831474,111
7849,5,2023-10-05 21:19:18.986000+09:00,100,2.655637320817678,100
7851,5,2023-10-06 03:06:40.927000+09:00,224,0.0779758221380796,100
7855,5,2023-10-06 08:25:20+09:00,100,0.049864387737414625,224
7857,5,2023-10-06 08:35:06+09:00,100,0.8540486433710734,100
7859,5,2023-10-06 08:42:10.999000+09:00,224,1.1784928607914373,100
7861,5,2023-10-06 10:20:05.847000+09:00,224,0.08762576829198807,224
7865,5,2023-10-06 10:43:18.926000+09:00,224,0.054218603589970195,224
7869,5,2023-10-06 10:53:17.224000+09:00,233,4.839342084069728,224
7877,5,2023-10-06 11:06:33.373000+09:00,141,9.010725534575165,233
7881,5,2023-10-06 11:13:41.340000+09:00,164,8.204211717368294,141
7885,5,2023-10-06 11:19:26.822000+09:00,8,6.669346606097462,164
7887,5,2023-10-06 11:27:53.637000+09:00,1,0.9934095825108659,8
7893,5,2023-10-06 14:54:26.539000+09:00,2,0.040863613414025904,1
7894,5,2023-10-06 15:02:12+09:00,14,1.0766456729563045,2
7895,5,2023-10-06 15:10:05.904000+09:00,22,0.3221331377144864,14
7903,5,2023-10-06 15:27:34.318000+09:00,108,10.22250253298216,22
7904,5,2023-10-06 15:33:28.343000+09:00,118,5.938366853161093,108
7905,5,2023-10-06 15:40:28.638000+09:00,122,6.775875514974055,118
7907,5,2023-10-06 15:45:40.233000+09:00,100,7.889807275391866,122
7908,5,2023-10-06 16:04:20.035000+09:00,100,0.36451183677855103,100
7912,5,2023-10-07 09:03:23.967000+09:00,100,0.006608520284470574,100
7917,5,2023-10-07 09:12:42.926000+09:00,121,8.341530351879273,100
