,node_id,geometry,total_positions,unique_participants,submuni_index,muni_index,node_type,node_x,node_y
234,234,POINT (201282.19061931723 448803.6189177875),9,,358.0,21.0,submunicipality,201282.19061931723,448803.6189177875
235,235,POINT (203046.94781148323 451077.51225569454),4,,360.0,21.0,submunicipality,203046.94781148323,451077.51225569454
236,236,POINT (205067.1178056916 447841.697238829),5,,364.0,21.0,submunicipality,205067.1178056916,447841.697238829
237,237,POINT (203722.29544533326 448597.14584418613),3,,366.0,21.0,submunicipality,203722.29544533326,448597.14584418613
238,238,POINT (201744.37873168063 449190.00370263983),2,,367.0,21.0,submunicipality,201744.37873168063,449190.00370263983
239,239,POINT (203344.19295110164 450951.33854503726),5,,371.0,21.0,submunicipality,203344.19295110164,450951.33854503726
240,240,POINT (203803.6813735359 450167.1975870074),2,,372.0,21.0,submunicipality,203803.6813735359,450167.1975870074
241,241,POINT (203795.5473719115 450997.76391008595),6,,373.0,21.0,submunicipality,203795.5473719115,450997.76391008595
242,242,POINT (200323.58678421762 448296.3024213325),8,,375.0,22.0,submunicipality,200323.58678421762,448296.3024213325
243,243,POINT (196996.8325131731 447262.01972470636),131,,376.0,22.0,submunicipality,196996.8325131731,447262.01972470636
244,244,POINT (197281.9721506157 447808.87593241717),28,,377.0,22.0,submunicipality,197281.9721506157,447808.87593241717
245,245,POINT (197432.76517970295 449042.34737030754),20,,378.0,22.0,submunicipality,197432.76517970295,449042.34737030754
246,246,POINT (200078.86840295445 446861.2047322356),4,,379.0,22.0,submunicipality,200078.86840295445,446861.2047322356
247,247,POINT (198928.42019662051 446473.2360802804),4,,380.0,22.0,submunicipality,198928.42019662051,446473.2360802804
248,248,POINT (199657.91285989643 447544.4770273554),3,,382.0,22.0,submunicipality,199657.91285989643,447544.4770273554
249,249,POINT (195760.87002194783 447487.0473806406),1,,383.0,22.0,intersection,195760.87002194783,447487.0473806406
250,250,POINT (197851.57489824007 446137.8813404222),6,,384.0,22.0,submunicipality,197851.57489824007,446137.8813404222
251,251,POINT (197654.70481050934 448959.891757139),15,,388.0,22.0,submunicipality,197654.70481050934,448959.891757139
252,252,POINT (198764.79922750048 448170.0449820377),6,,389.0,22.0,submunicipality,198764.79922750048,448170.0449820377
253,253,POINT (201190.43294386746 449660.94834268),4,,393.0,23.0,submunicipality,201190.43294386746,449660.94834268
254,254,POINT (200554.97396803315 449659.14372766437),2,,394.0,23.0,submunicipality,200554.97396803315,449659.14372766437
255,255,POINT (201505.9427365877 451378.84208646405),9,,395.0,23.0,submunicipality,201505.9427365877,451378.84208646405
256,256,POINT (197345.58125555096 450274.2672371814),16,,396.0,23.0,submunicipality,197345.58125555096,450274.2672371814
257,257,POINT (199574.57093358313 451089.14408304985),9,,399.0,23.0,submunicipality,199574.57093358313,451089.14408304985
258,258,POINT (200474.2586515028 451277.510119349),7,,400.0,23.0,submunicipality,200474.2586515028,451277.510119349
259,259,POINT (200335.57551637842 450625.695925711),6,,401.0,23.0,submunicipality,200335.57551637842,450625.695925711
260,260,POINT (198517.97126698738 451395.3373499913),16,,403.0,23.0,submunicipality,198517.97126698738,451395.3373499913
261,261,POINT (197576.24574734175 450159.505140139),25,,404.0,23.0,submunicipality,197576.24574734175,450159.505140139
262,262,POINT (197810.08195080562 451122.10667063826),35,,405.0,23.0,submunicipality,197810.08195080562,451122.10667063826
263,263,POINT (197414.93280228632 452816.1160466482),40,,407.0,24.0,submunicipality,197414.93280228632,452816.1160466482
264,264,POINT (201274.7552029461 452049.4081559212),3,,412.0,24.0,submunicipality,201274.7552029461,452049.4081559212
265,265,POINT (200504.3213431617 452038.65109687374),5,,414.0,24.0,submunicipality,200504.3213431617,452038.65109687374
266,266,POINT (198989.8822199982 451963.63109000324),62,,415.0,24.0,submunicipality,198989.8822199982,451963.63109000324
267,267,POINT (198831.02698050952 452731.0680827756),11,,416.0,24.0,submunicipality,198831.02698050952,452731.0680827756
268,268,POINT (197030.4560325228 451458.91741226893),3,,417.0,24.0,submunicipality,197030.4560325228,451458.91741226893
269,269,POINT (196361.6926715785 452294.57457512454),3,,418.0,24.0,submunicipality,196361.6926715785,452294.57457512454
270,270,POINT (197605.99755931276 452006.05836017587),12,,422.0,24.0,submunicipality,197605.99755931276,452006.05836017587
