node_id,agg_pred
0,-0.05025196075439453
1,1.9370254675547283
2,6.728878736495972
3,0.6560754378636678
4,1.40830659866333
5,1.4351857503255208
6,0.04307281970977783
7,0.42396559317906696
8,0.25026742617289227
9,0.15893928209940592
10,0.6966447035471598
11,0.022733370463053387
12,0.0638190507888794
13,0.09074898560841878
14,0.09530532360076904
15,0.05092283089955648
16,0.06045993169148763
17,0.06768051783243816
18,0.22686501344045004
19,0.04955474535624186
20,0.1325711409250895
21,0.06776205698649089
22,0.11157655715942383
23,0.07626096407572429
24,0.17714901765187582
25,0.8991214831670126
26,0.13113069534301758
27,0.08663185437520345
28,0.03427584966023763
29,0.04865574836730957
30,0.01610390345255534
31,0.015807827313741047
32,0.07006172339121501
33,0.009401996930440268
34,0.19000347455342612
35,0.07821365197499593
36,0.10119505723317464
37,0.0202712615331014
38,0.0626441240310669
39,0.059554735819498696
40,0.012572725613911947
41,0.03920940558115641
42,0.07851211229960124
43,0.09804165363311768
44,0.011763572692871094
45,0.010277986526489258
46,0.010948657989501953
47,0.017767151196797688
48,0.008529424667358398
49,0.08973407745361328
50,0.03970412413279215
51,0.06859858830769856
52,0.02091832955678304
53,0.01552724838256836
54,0.01598072052001953
55,0.013141155242919922
56,0.07564469178517659
57,0.024153908093770344
58,0.013445138931274414
59,0.04791820049285889
60,0.04719662666320801
61,0.027910232543945312
62,0.021539886792500813
63,-0.020661671956380207
64,0.03963549931844076
65,0.11104206244150798
66,0.015233318010965982
67,2.1788444916407266
68,0.04312340418497721
69,0.050995826721191406
70,0.042886058489481606
71,0.05513012409210205
72,0.020071228345235188
73,0.055448571840922035
74,0.049488186836242676
75,0.11047065258026123
76,0.025508999824523926
77,0.02411810557047526
78,0.00753331184387207
79,-0.010170380274454752
80,0.05673996607462565
81,0.012208501497904459
82,0.07040830453236897
83,0.0729054609934489
84,0.07325843969980876
85,0.12981486320495605
86,0.05293301741282145
87,0.010970075925191244
88,0.011690417925516764
89,0.023227135340372723
90,0.07463900248209636
91,0.02355845769246419
92,0.0172648827234904
93,0.05211687088012695
94,0.2781609694163005
95,0.04613967736562093
96,0.047565460205078125
97,0.10731907685597737
98,0.014192581176757812
99,0.014118194580078125
100,1.8668707211812336
101,0.02467342217763265
102,1.2578388452529907
103,0.008887529373168945
104,0.0035539865493774414
105,0.013013323148091635
106,1.727284550666809
107,0.02024551232655843
108,0.018430789311726887
109,0.01964422067006429
110,0.020026167233784992
111,0.020030697186787922
112,0.02028954029083252
113,0.022940556208292644
114,0.02240280310312907
115,0.02213752269744873
116,0.022010962168375652
117,0.02077507972717285
118,0.020915945370992024
119,0.021958788235982258
120,0.020566662152608235
121,0.020787914594014485
122,0.06869184970855713
123,0.018308560053507488
124,0.017599304517110188
125,0.016107996304829914
126,0.02220884958902995
127,0.02074738343556722
128,0.02033853530883789
129,0.018594781557718914
130,0.020037372907002766
131,0.03865694999694824
132,0.06682288646697998
133,0.017613848050435383
134,0.02381579081217448
135,0.016419450441996258
136,0.02372864882151286
137,0.021706382433573406
138,0.01903665065765381
139,0.02559828758239746
140,0.020784576733907063
141,0.018640756607055664
142,0.14541236559549967
143,0.11868913968404134
144,0.15798282623291016
145,0.019096016883850098
146,0.2293543815612793
147,0.032854557037353516
148,0.06262493133544922
149,0.11571554342905681
150,0.020353118578592937
151,-0.016393025716145832
152,0.07039737701416016
153,0.07387963930765788
154,0.04232501983642578
155,0.028861443201700848
156,0.0266646146774292
157,0.1242818037668864
158,0.025483091672261555
159,0.11234184106190999
160,0.08230328559875488
161,0.06195600827534994
162,0.06371637185414632
163,0.022860924402872723
164,0.10119295120239258
165,0.025120854377746582
166,0.02387515703837077
167,0.02404944101969401
168,0.024478832880655926
169,0.02488259474436442
170,0.021872202555338543
171,0.027899742126464844
172,0.07362473011016846
173,0.07321127255757649
174,0.05982828140258789
175,0.025636156400044758
176,0.025545835494995117
177,0.04052174091339111
178,0.022698243459065754
179,0.10911953449249268
180,0.029274900754292805
181,1.8699311017990112
182,0.03817208607991537
183,0.03506596883138021
184,0.0796949068705241
185,0.031320929527282715
186,0.07631111145019531
187,0.05105900764465332
188,0.0333710511525472
189,0.03190449873606364
190,0.07816549142201741
191,0.032088398933410645
192,0.027161717414855957
193,0.028505126635233562
194,0.07538970311482747
195,0.07635148366292317
196,0.02612582842508952
197,0.0235824187596639
198,0.0249705712000529
199,0.01708527406056722
200,0.018073042233784992
201,0.0177230437596639
202,0.012926618258158365
203,0.012898405392964682
204,0.013149023056030273
205,0.023925026257832844
206,0.011607607205708822
207,0.011114120483398438
208,0.0573887825012207
209,0.020618796348571777
210,0.012665033340454102
211,0.01305528481801351
212,0.012423038482666016
213,0.013668060302734375
214,0.009911537170410156
215,0.010941267013549805
216,0.011013031005859375
217,0.011113444964090982
218,0.007393836975097656
219,0.008259057998657227
220,0.008821487426757812
221,0.01203016440073649
222,0.0372535785039266
223,0.018370827039082844
224,0.16543014844258627
225,0.018062154452006023
226,0.01689024766286214
227,0.01774275302886963
228,0.016859809557596844
229,0.015136003494262695
230,0.01633123556772868
231,0.015842914581298828
232,0.040869553883870445
233,0.016959627469380695
234,0.014374971389770508
235,0.013926267623901367
236,0.04623111089070638
237,0.015810171763102215
238,0.014364480972290039
239,0.014160831769307455
240,0.014884233474731445
241,0.014362096786499023
242,0.014290809631347656
243,0.45822985967000324
244,0.009879509607950846
245,0.012766599655151367
246,0.015423774719238281
247,0.0157167911529541
248,0.014684915542602539
249,0.13349596659342447
250,0.016423702239990234
251,0.060880700747172035
252,0.013881683349609375
253,0.013763427734375
254,0.013428211212158203
255,0.012885093688964844
256,0.05892038345336914
257,0.011967221895853678
258,0.012350718180338541
259,0.01203294595082601
260,0.011209964752197266
261,0.011757850646972656
262,0.03957815965016683
263,0.07178576787312825
264,0.029255032539367676
265,0.011909008026123047
266,0.0829239288965861
267,0.01051187515258789
268,0.0104904572168986
269,0.009565353393554688
270,0.01033333937327067
